,Year,Agent,Haul,Latitude,Longitude,CPUE_per_km2
481,1996,ADFG,21,64.00133333,-163.8326667,365.2934962
482,1996,ADFG,22,64.152,-163.8055,318.3185306
483,1996,ADFG,23,64.15233333,-164.1311667,155.0072845
484,1996,ADFG,24,63.98016667,-164.151,1090.161121
485,1996,ADFG,25,63.98866667,-164.5803333,1690.421492
486,1996,ADFG,26,63.99116667,-164.955,647.2831659
487,1996,ADFG,27,64.15616667,-164.6531667,76.92090808
488,1996,ADFG,28,64.1645,-164.9531667,433.3194386
489,1996,ADFG,29,64.1655,-165.2915,822.4876318
491,1996,ADFG,30,64.00416667,-165.353,213.3572633
492,1996,ADFG,31,63.99016667,-165.6916667,288.5416983
493,1996,ADFG,32,64.14633333,-165.7121667,105.6093586
494,1996,ADFG,33,64.16883333,-166.0713333,186.2899337
495,1996,ADFG,34,64.0165,-166.1195,118.1007882
496,1996,ADFG,35,63.996,-166.4653333,178.5798208
497,1996,ADFG,36,64.17866667,-166.4951667,168.7154117
498,1996,ADFG,37,64.31233333,-166.4875,0
499,1996,ADFG,38,64.33333333,-166.162,0
500,1996,ADFG,39,64.33416667,-165.7316667,74.37645056
502,1996,ADFG,41,64.00183333,-166.8708333,0
503,1996,ADFG,42,63.856,-166.5308333,0
504,1996,ADFG,43,63.6905,-166.457,0
505,1996,ADFG,44,63.65783333,-166.145,63.26827937
506,1996,ADFG,45,63.817,-166.0818333,147.6259852
507,1996,ADFG,46,63.68466667,-165.7361667,333.0735038
508,1996,ADFG,47,63.68533333,-165.3796667,84.51869381
509,1996,ADFG,48,63.66916667,-164.9993333,81.13794606
510,1996,ADFG,49,63.80016667,-164.945,48.82119195
512,1996,ADFG,50,63.82583333,-165.2866667,23.66523427
513,1996,ADFG,51,63.82983333,-165.7271667,138.20305
518,1999,ADFG,1,64.00183333,-166.5001667,109.5650677
529,1999,ADFG,2,64.00116667,-166.0771667,311.2115364
538,1999,ADFG,3,64.00233333,-165.0066667,238.0390709
547,1999,ADFG,4,64.00966667,-165.0025,440.662181
553,1999,ADFG,5,64.00266667,-164.0093333,213.3171257
564,1999,ADFG,6,64,-164.5928333,752.8925245
568,1999,ADFG,8,64.0025,-164.214,803.8234894
569,1999,ADFG,9,64.009,-163.8438333,328.8463995
519,1999,ADFG,10,64.00233333,-163.4466667,555.8881925
520,1999,ADFG,11,64.00416667,-163.0575,191.3865451
521,1999,ADFG,12,64.00533333,-162.6951667,29.18547197
522,1999,ADFG,13,64.00733333,-162.3263333,34.84680441
523,1999,ADFG,14,64.17066667,-162.3121667,338.2969188
524,1999,ADFG,15,64.33666667,-162.2845,93.22137782
525,1999,ADFG,16,64.49883333,-162.2646667,732.9498137
526,1999,ADFG,17,64.50383333,-165.747,135.6856482
527,1999,ADFG,18,64.33483333,-166.1065,62.6177058
528,1999,ADFG,19,64.33416667,-166.5133333,88.71313086
530,1999,ADFG,20,64.1705,-166.4951667,350.2571412
531,1999,ADFG,21,64.16866667,-166.114,558.5375028
532,1999,ADFG,22,64.16666667,-165.7288333,101.2086488
533,1999,ADFG,23,64.338,-165.749,1.846856205
534,1999,ADFG,24,64.33883333,-165.3511667,1.894369993
535,1999,ADFG,26,64.16766667,-165.3436667,131.7991698
536,1999,ADFG,27,64.33083333,-164.966,151.3166348
537,1999,ADFG,28,64.33466667,-164.972,86.62774826
539,1999,ADFG,31,64.33716667,-164.5813333,448.4556647
540,1999,ADFG,33,64.17766667,-164.5675,54.03111058
541,1999,ADFG,34,64.174,-164.1903333,88.06121486
542,1999,ADFG,35,64.33466667,-164.1968333,168.2936231
543,1999,ADFG,36,64.502,-164.1998333,202.0597602
544,1999,ADFG,37,64.50166667,-163.808,130.0521812
545,1999,ADFG,38,64.33633333,-163.8221667,983.3235078
546,1999,ADFG,39,64.17,-163.8261667,65.42209314
548,1999,ADFG,40,64.33366667,-163.443,112.3443032
549,1999,ADFG,41,64.16766667,-163.4301667,70.72236937
550,1999,ADFG,44,64.17333333,-163.0763333,71.30578322
551,1999,ADFG,46,64.1715,-162.7046667,29.20765738
552,1999,ADFG,48,63.834,-163.0775,214.5248494
554,1999,ADFG,50,63.83116667,-162.708,84.15979919
555,1999,ADFG,51,63.83716667,-163.455,239.7507771
556,1999,ADFG,52,63.83633333,-163.8371667,450.1482655
557,1999,ADFG,53,63.8315,-164.2073333,742.1991038
558,1999,ADFG,54,63.8395,-164.544,906.8453376
559,1999,ADFG,55,63.836,-164.9765,135.0534425
560,1999,ADFG,56,63.83966667,-165.3471667,80.53864637
561,1999,ADFG,57,63.83566667,-165.7243333,208.0184337
562,1999,ADFG,58,63.836,-166.1063333,394.9412463
563,1999,ADFG,59,63.84583333,-166.463,124.8707184
565,1999,ADFG,60,64.004,-166.8686667,410.4722515
566,1999,ADFG,62,63.67316667,-164.9595,0
567,1999,ADFG,64,63.67233333,-164.5973333,54.62161452
570,2002,ADFG,1,64.334,-165.3411667,74.90517896
576,2002,ADFG,3,64.33483333,-164.9698333,93.06102364
597,2002,ADFG,5,64.341,-164.6125,157.2830191
608,2002,ADFG,6,64.33633333,-164.1936667,281.7174672
619,2002,ADFG,7,64.5085,-164.1663333,391.8703552
625,2002,ADFG,8,64.502,-163.7911667,187.9318293
626,2002,ADFG,9,64.33733333,-163.7945,561.9008109
571,2002,ADFG,10,64.32933333,-163.4451667,136.6573032
572,2002,ADFG,12,64.494,-162.2638333,68.86127931
573,2002,ADFG,13,64.335,-162.2861667,110.1716712
574,2002,ADFG,28,64.00066667,-164.5616667,350.2545948
575,2002,ADFG,29,63.999,-164.8983333,263.1264101
577,2002,ADFG,30,64.1525,-164.9418333,232.2205718
578,2002,ADFG,31,64.15416667,-165.3221667,165.2102815
579,2002,ADFG,32,64.01933333,-165.2333333,922.4558357
580,2002,ADFG,33,64.0075,-165.6338333,1000.585187
581,2002,ADFG,34,64.1435,-165.7216667,831.4425469
582,2002,ADFG,35,64.32033333,-165.7576667,63.41051559
583,2002,ADFG,36,64.49133333,-165.7315,374.8434876
584,2002,ADFG,37,64.33133333,-166.1076667,518.5250122
585,2002,ADFG,38,64.327,-166.522,0
586,2002,ADFG,39,64.16566667,-166.483,0
587,2002,ADFG,40,64.14533333,-166.1273333,68.6401939
588,2002,ADFG,41,64.0065,-166.085,71.7420948
589,2002,ADFG,42,63.997,-166.447,64.72540982
590,2002,ADFG,43,63.99283333,-166.8416667,0
591,2002,ADFG,44,63.837,-166.4678333,71.29226091
592,2002,ADFG,45,63.66933333,-166.4656667,406.8061745
593,2002,ADFG,46,63.665,-166.1133333,350.6716364
594,2002,ADFG,47,63.81966667,-166.0915,218.6952214
595,2002,ADFG,48,63.83366667,-165.7225,68.94815625
596,2002,ADFG,49,63.68133333,-165.7083333,204.1300256
598,2002,ADFG,50,63.65516667,-165.3685,177.7735454
599,2002,ADFG,51,63.83133333,-165.3363333,187.4780137
600,2002,ADFG,52,63.67733333,-164.9375,352.892233
601,2002,ADFG,53,63.82916667,-164.9876667,255.0138781
602,2002,ADFG,54,64.1725,-164.5966667,190.5605299
603,2002,ADFG,55,64.181,-164.2013333,839.0928997
604,2002,ADFG,56,64.00033333,-164.239,463.1824227
605,2002,ADFG,57,64.005,-163.8646667,411.9927609
606,2002,ADFG,58,64.169,-163.8348333,552.2060192
607,2002,ADFG,59,64.1725,-163.4188333,96.11985451
609,2002,ADFG,60,64.00683333,-163.4653333,93.7568619
610,2002,ADFG,61,63.99933333,-163.0801667,181.3800803
611,2002,ADFG,62,64.16433333,-163.0871667,62.81858583
612,2002,ADFG,63,64.168,-162.7145,106.2551586
613,2002,ADFG,64,64.00083333,-162.7366667,379.0969734
614,2002,ADFG,65,63.9995,-162.3483333,73.73699282
615,2002,ADFG,66,64.16383333,-162.3353333,85.7374103
616,2002,ADFG,67,64.17133333,-161.939,85.62307141
617,2002,ADFG,68,64.16433333,-161.5505,391.2338668
618,2002,ADFG,69,63.99533333,-161.5703333,52.9148966
620,2002,ADFG,70,63.82916667,-161.5878333,272.2511289
621,2002,ADFG,71,63.82833333,-161.9683333,0
622,2002,ADFG,72,63.99533333,-161.9486667,120.7323228
623,2002,ADFG,75,63.8345,-164.2483333,254.6435899
624,2002,ADFG,76,63.83566667,-164.5818333,84.84357261
627,2006,ADFG,1,64.3115,-166.5169167,151.4034132
661,2006,ADFG,2,64.39925,-166.2121667,511.0073478
671,2006,ADFG,3,64.33433333,-165.7488333,354.3023645
690,2006,ADFG,5,64.32625,-165.3346667,372.0174827
701,2006,ADFG,6,64.32933333,-164.949,972.6755239
710,2006,ADFG,7,64.34358333,-164.5635,1544.189614
720,2006,ADFG,8,64.33016667,-164.2166667,467.0978438
730,2006,ADFG,9,64.33225,-163.8084167,403.9478761
628,2006,ADFG,10,64.32733333,-163.4495833,529.5887974
639,2006,ADFG,11,64.161,-163.43775,176.342326
649,2006,ADFG,12,64.16391667,-163.8155,211.454405
655,2006,ADFG,13,64.16516667,-164.1905,130.3029574
656,2006,ADFG,14,64.16166667,-164.5765833,206.9447902
657,2006,ADFG,15,64.15808333,-164.96325,658.4329834
658,2006,ADFG,16,64.49875,-165.7270833,172.7224027
659,2006,ADFG,18,64.16,-166.49225,194.6001806
660,2006,ADFG,19,63.99908333,-166.4844167,195.4656842
662,2006,ADFG,20,63.99358333,-166.8515833,306.7332459
663,2006,ADFG,21,63.83491667,-166.4829167,111.153683
664,2006,ADFG,22,63.66258333,-166.4628333,414.8316243
665,2006,ADFG,23,64.17325,-166.1218333,595.8646094
666,2006,ADFG,25,64.00608333,-166.1185,184.9518735
667,2006,ADFG,26,63.83883333,-166.1159167,117.2806438
668,2006,ADFG,27,63.67116667,-166.092,72.74420719
669,2006,ADFG,28,63.67266667,-165.7114167,143.8298884
670,2006,ADFG,29,63.83116667,-165.7235,388.8152109
672,2006,ADFG,31,64.15966667,-165.3450833,528.4712036
673,2006,ADFG,32,64.16166667,-165.7365833,398.0868896
674,2006,ADFG,33,64.00191667,-165.7285833,735.6379994
675,2006,ADFG,34,63.99791667,-165.3591667,168.5794807
676,2006,ADFG,35,63.8375,-165.3420833,177.1353652
677,2006,ADFG,36,63.67425,-165.342,336.6194556
678,2006,ADFG,37,63.67625,-164.9740833,58.68132912
679,2006,ADFG,38,63.83741667,-164.9905833,251.195839
680,2006,ADFG,39,64.00508333,-164.9701667,643.8764124
681,2006,ADFG,40,64.00525,-164.5735833,256.8692142
682,2006,ADFG,41,63.998,-164.1999167,545.6516929
683,2006,ADFG,42,63.99825,-163.8283333,358.000824
684,2006,ADFG,43,64.00041667,-163.44825,240.568353
685,2006,ADFG,44,64.00066667,-163.0678333,304.866764
686,2006,ADFG,45,64.16858333,-163.05975,273.3789862
687,2006,ADFG,47,64.17291667,-162.7018333,158.8221055
688,2006,ADFG,48,64.16658333,-162.3075,481.4343894
689,2006,ADFG,49,64.32866667,-162.2918333,510.8194601
691,2006,ADFG,50,64.33458333,-161.8939167,803.0133468
692,2006,ADFG,51,64.3295,-161.5381667,421.916499
693,2006,ADFG,52,64.16066667,-161.1599167,437.7244667
694,2006,ADFG,53,64.16766667,-161.5384167,217.4352556
695,2006,ADFG,54,64.16366667,-161.9115,139.6128062
696,2006,ADFG,55,64.00816667,-161.9460833,113.3662057
697,2006,ADFG,56,64.00208333,-161.6284167,139.3063032
698,2006,ADFG,57,64.00616667,-161.1791667,62.00291378
699,2006,ADFG,58,63.845,-161.598,387.6763818
700,2006,ADFG,59,63.83983333,-161.97375,58.4556317
702,2006,ADFG,61,63.99883333,-162.319,237.3205813
703,2006,ADFG,62,63.98941667,-162.69775,295.1617545
704,2006,ADFG,63,63.82933333,-162.698,459.0509095
705,2006,ADFG,64,63.826,-162.3225,236.995066
706,2006,ADFG,65,63.662,-161.956,373.4937425
707,2006,ADFG,66,63.66425,-161.6070833,332.4189831
708,2006,ADFG,68,63.82608333,-161.218,400.3557864
709,2006,ADFG,69,63.84725,-163.0856667,613.0881712
711,2006,ADFG,70,63.57733333,-163.4750833,1074.143071
712,2006,ADFG,71,63.82916667,-163.8120833,403.7854591
713,2006,ADFG,72,63.84683333,-164.2241667,1226.765257
714,2006,ADFG,73,63.84375,-164.5865833,712.7036855
715,2006,ADFG,74,64.49733333,-163.8333333,911.7085594
716,2006,ADFG,75,64.50125,-164.218,3234.406632
717,2006,ADFG,77,64.31158333,-167.2860833,986.7320851
718,2006,ADFG,78,64.32933333,-167.6435833,934.1807931
719,2006,ADFG,79,64.32758333,-168.0308333,1200.282299
721,2006,ADFG,80,64.184,-168.002,26.5042792
722,2006,ADFG,81,64.162,-167.6480833,856.4426524
723,2006,ADFG,82,64.16183333,-167.25225,1194.484025
724,2006,ADFG,83,64.00041667,-167.6144167,670.0936024
725,2006,ADFG,84,63.841,-167.59125,4485.783649
726,2006,ADFG,85,63.65466667,-167.3243333,292.9637676
727,2006,ADFG,86,63.49458333,-167.5646667,1002.427943
728,2006,ADFG,87,63.0305,-168.61775,14206.89213
729,2006,ADFG,89,63.00208333,-167.8996667,3461.343961
731,2006,ADFG,90,63.16833333,-167.5920833,6716.340474
732,2006,ADFG,91,63.18833333,-167.9348333,7212.583848
733,2006,ADFG,92,63.21941667,-168.5448333,39.18436525
734,2006,ADFG,93,63.35058333,-167.9296667,14028.15924
735,2006,ADFG,94,63.51366667,-167.94175,5104.168438
736,2006,ADFG,95,63.65733333,-167.96175,3228.064322
737,2006,ADFG,96,63.4945,-168.82925,0
738,2006,ADFG,97,63.5815,-169.3924167,591.6527394
739,2006,ADFG,98,63.764,-168.8696667,4229.995489
740,2006,ADFG,99,63.77233333,-168.4178333,30.74982169
629,2006,ADFG,100,64.019,-168.3145833,5322.439135
630,2006,ADFG,101,64.03641667,-168.9444167,116.4070484
631,2006,ADFG,102,64.01783333,-169.43325,0
632,2006,ADFG,103,64.27491667,-169.5740833,0
633,2006,ADFG,104,64.26658333,-168.9496667,1181.014495
634,2006,ADFG,105,64.48533333,-168.4831667,55600.91561
635,2006,ADFG,106,64.493,-168.1025833,138.9819304
636,2006,ADFG,107,64.52108333,-167.6745,1170.816522
637,2006,ADFG,108,64.66116667,-167.6869167,2638.38973
638,2006,ADFG,109,64.68208333,-168.0464167,132.5253232
640,2006,ADFG,110,64.98741667,-168.44275,4591.114457
641,2006,ADFG,112,64.73225,-168.3935833,9078.436632
642,2006,ADFG,113,64.83633333,-168.0724167,0
643,2006,ADFG,114,64.83575,-167.67125,1357.324054
644,2006,ADFG,115,65.01716667,-167.5873333,297.1544455
645,2006,ADFG,116,65.1785,-167.6016667,729.4791894
646,2006,ADFG,117,65.31408333,-167.4908333,1294.124816
647,2006,ADFG,118,65.34225,-167.6768333,0
648,2006,ADFG,119,65.36741667,-167.9294167,287.9366738
650,2006,ADFG,120,65.529,-168.4761667,0
651,2006,ADFG,121,65.30683333,-166.725,172.9037942
652,2006,ADFG,122,65.27658333,-166.6520833,1199.756382
653,2006,ADFG,124,65.32,-167.0949167,267.8434695
654,2006,ADFG,125,64.78125,-167.2554167,252.040166
741,2008,ADFG,1,64.1665,-164.2076667,233.1413677
752,2008,ADFG,2,64.00033333,-163.4661667,110.6772296
763,2008,ADFG,3,63.82366667,-162.3105,219.6168842
774,2008,ADFG,4,63.99416667,-162.3068333,25.91877652
785,2008,ADFG,5,64.01616667,-161.9493333,36.08705627
795,2008,ADFG,6,63.84583333,-161.9821667,54.38928703
805,2008,ADFG,7,63.8515,-161.6068333,2.768412637
816,2008,ADFG,8,64.0055,-161.595,0
826,2008,ADFG,9,63.83033333,-161.211,60.0366613
742,2008,ADFG,10,63.66616667,-161.9743333,199.5128294
743,2008,ADFG,11,63.67133333,-161.5986667,7.977282103
744,2008,ADFG,12,63.6665,-161.2328333,210.4393435
745,2008,ADFG,13,63.99983333,-161.185,135.8867742
746,2008,ADFG,14,64.15283333,-161.157,119.567534
747,2008,ADFG,15,64.16666667,-162.3043333,67.09995749
748,2008,ADFG,16,64.17966667,-162.7063333,74.59373275
749,2008,ADFG,17,64.0005,-162.6976667,64.08586106
750,2008,ADFG,18,64.167,-163.0663333,96.57047233
751,2008,ADFG,19,64.33283333,-163.4393333,451.981312
753,2008,ADFG,20,64.168,-163.451,206.8240053
754,2008,ADFG,21,63.9995,-163.0875,284.8504503
755,2008,ADFG,22,64.00183333,-163.8466667,180.6942059
756,2008,ADFG,23,64.16783333,-163.832,64.81885322
757,2008,ADFG,24,64.33333333,-163.8185,454.1839382
758,2008,ADFG,25,64.49983333,-163.8168333,333.8898572
759,2008,ADFG,26,64.4985,-164.2048333,477.5326378
760,2008,ADFG,27,64.33383333,-164.2055,331.6513545
761,2008,ADFG,28,63.99816667,-164.2176667,168.3660166
762,2008,ADFG,29,64.00283333,-164.5868333,283.4418916
764,2008,ADFG,30,64.16416667,-164.5786667,123.9858331
765,2008,ADFG,31,64.34733333,-166.1048333,115.1482685
766,2008,ADFG,32,64.33266667,-166.5003333,132.0626459
767,2008,ADFG,33,64.1645,-166.501,196.4592737
768,2008,ADFG,34,63.99966667,-166.8611667,276.5844265
769,2008,ADFG,35,64.00133333,-166.4843333,399.9921276
770,2008,ADFG,36,63.99983333,-166.103,267.517131
771,2008,ADFG,37,64.16833333,-166.1265,213.5614267
772,2008,ADFG,38,64.16333333,-165.7143333,56.88514327
773,2008,ADFG,39,64.17033333,-165.3481667,294.4385942
775,2008,ADFG,40,63.99966667,-165.3485,176.289506
776,2008,ADFG,41,63.99916667,-164.971,316.5445815
777,2008,ADFG,42,64.1665,-164.9705,423.4692314
778,2008,ADFG,43,64.3325,-164.5858333,393.5937036
779,2008,ADFG,44,63.9995,-165.7281667,249.8069175
780,2008,ADFG,45,63.83683333,-166.0948333,0
781,2008,ADFG,46,63.8325,-166.4753333,205.4067958
782,2008,ADFG,47,63.66683333,-166.4653333,620.8357909
783,2008,ADFG,48,63.66516667,-166.0921667,291.5105743
784,2008,ADFG,49,63.66766667,-165.7163333,668.5890167
786,2008,ADFG,50,63.6675,-165.345,479.2677691
787,2008,ADFG,51,63.66816667,-164.9685,113.5280318
788,2008,ADFG,52,63.8335,-164.9703333,309.4557444
789,2008,ADFG,53,64.5005,-165.7461667,817.2210754
790,2008,ADFG,54,64.33233333,-165.7428333,33.36653226
791,2008,ADFG,55,64.33033333,-165.3473333,392.266847
792,2008,ADFG,57,64.33216667,-164.9636667,484.4345407
793,2008,ADFG,58,63.83316667,-165.7231667,429.8243715
794,2008,ADFG,59,63.83316667,-165.3471667,265.0390378
796,2008,ADFG,60,63.8335,-164.5936667,296.5510791
797,2008,ADFG,61,63.83383333,-164.2175,233.6447153
798,2008,ADFG,62,63.83166667,-163.8263333,356.2720454
799,2008,ADFG,63,63.8375,-163.474,691.5485128
800,2008,ADFG,64,63.833,-163.0876667,678.850742
801,2008,ADFG,65,64.16616667,-161.9253333,0
802,2008,ADFG,66,64.16683333,-161.543,0
803,2008,ADFG,67,64.33316667,-161.9091667,150.1364396
804,2008,ADFG,68,64.3345,-162.2818333,5.353902396
806,2008,ADFG,70,65.31233333,-166.8896667,148.1552104
807,2008,ADFG,71,65.3005,-166.8063333,275.16086
808,2008,ADFG,72,65.30416667,-166.5081667,268.9469917
809,2008,ADFG,73,65.2995,-166.9181667,365.4637016
810,2008,ADFG,74,65.29866667,-167.0003333,317.5008052
811,2008,ADFG,75,65.27383333,-167.0835,21.95853031
812,2008,ADFG,76,65.29983333,-167.0825,258.05724
813,2008,ADFG,77,65.32483333,-167.0831667,270.1526841
814,2008,ADFG,78,65.32483333,-167.0001667,122.3173886
815,2008,ADFG,79,65.20516667,-168.2486667,3.017106072
817,2008,ADFG,80,65.18483333,-168.766,0
818,2008,ADFG,81,65.08316667,-168.5153333,0
819,2008,ADFG,82,65.01983333,-168.2711667,399.304687
820,2008,ADFG,83,64.90466667,-168.5771667,0
821,2008,ADFG,84,64.8525,-168.9288333,0
822,2008,ADFG,85,64.85216667,-169.3531667,0
823,2008,ADFG,86,64.792,-167.9891667,863.5776408
824,2008,ADFG,87,64.952,-168.0538333,950.3521018
825,2008,ADFG,88,64.94233333,-167.9998333,861.0275475
827,2011,ADFG,1,64.32083333,-166.4761667,0
837,2011,ADFG,2,64.154,-166.4918333,181.7725822
848,2011,ADFG,3,63.99216667,-166.867,127.6553862
858,2011,ADFG,4,64.00033333,-166.4848333,21.61413946
868,2011,ADFG,5,64,-166.1031667,232.7608196
878,2011,ADFG,6,63.99316667,-165.7366667,96.78997065
890,2011,ADFG,8,63.83833333,-165.6926667,271.4654331
891,2011,ADFG,9,63.83383333,-166.101,94.36121656
828,2011,ADFG,10,63.83333333,-166.4725,106.2947991
829,2011,ADFG,11,63.67083333,-166.4723333,158.5803582
830,2011,ADFG,12,63.675,-166.0901667,51.83491292
831,2011,ADFG,13,63.66383333,-165.7238333,156.1057643
832,2011,ADFG,14,63.668,-165.3433333,105.3762889
833,2011,ADFG,15,63.66216667,-164.9725,45.72714891
834,2011,ADFG,16,63.82833333,-164.9768333,190.277612
835,2011,ADFG,17,63.82783333,-165.3541667,131.0146768
836,2011,ADFG,19,63.999,-165.3641667,246.1515677
838,2011,ADFG,20,63.99883333,-164.9735,353.0027829
839,2011,ADFG,21,64.00133333,-164.5948333,290.0850609
840,2011,ADFG,22,63.99966667,-164.2115,377.9514156
841,2011,ADFG,23,64.00333333,-163.853,140.1226952
842,2011,ADFG,24,63.999,-163.4776667,166.6577491
843,2011,ADFG,25,63.99883333,-163.1033333,166.420706
844,2011,ADFG,26,63.9915,-162.726,84.81758034
845,2011,ADFG,27,63.83533333,-162.3425,191.5827689
846,2011,ADFG,28,63.83316667,-161.9586667,87.33556676
847,2011,ADFG,29,63.99416667,-162.3068333,169.2688787
849,2011,ADFG,30,64.167,-162.2946667,52.99193665
850,2011,ADFG,31,64.16483333,-162.5431667,40.24941899
851,2011,ADFG,32,64.16733333,-163.0651667,56.03278611
852,2011,ADFG,33,64.16683333,-163.4478333,95.83878959
853,2011,ADFG,34,64.1665,-163.8305,160.4027664
854,2011,ADFG,35,64.16716667,-164.212,207.6036947
855,2011,ADFG,36,64.16666667,-164.5891667,39.81211784
856,2011,ADFG,37,64.1665,-164.967,88.28563753
857,2011,ADFG,38,64.3335,-165.7473333,21.52386864
859,2011,ADFG,40,64.33283333,-166.1135,0
860,2011,ADFG,42,64.1665,-166.1096667,201.8600049
861,2011,ADFG,43,64.166,-165.7311667,35.94133657
862,2011,ADFG,44,64.16683333,-165.3508333,144.5553647
863,2011,ADFG,45,63.83283333,-164.592,300.6513269
864,2011,ADFG,46,63.83516667,-164.2181667,955.2453821
865,2011,ADFG,47,63.83333333,-163.841,143.5753239
866,2011,ADFG,48,63.82816667,-163.4393333,154.4237353
867,2011,ADFG,49,63.84666667,-163.1145,118.5055566
869,2011,ADFG,50,63.83416667,-162.7138333,59.07495267
870,2011,ADFG,51,63.8445,-161.6011667,136.347924
871,2011,ADFG,52,64.32033333,-163.4658333,175.9957914
872,2011,ADFG,54,64.3325,-163.8188333,112.9338787
873,2011,ADFG,55,64.33433333,-164.2085,187.266296
874,2011,ADFG,56,64.495,-163.8503333,138.6294893
875,2011,ADFG,57,64.49966667,-164.196,311.5820569
876,2011,ADFG,58,64.33366667,-164.5875,1023.628768
877,2011,ADFG,59,64.3305,-164.9548333,25.21876291
879,2011,ADFG,60,64.33166667,-165.3575,138.6336399
880,2011,ADFG,61,64.31966667,-162.31,74.25598403
881,2011,ADFG,62,64.33283333,-161.9138333,155.328238
882,2011,ADFG,63,64.49933333,-161.8961667,282.2507718
883,2011,ADFG,64,64.64116667,-161.3593333,2464.500174
884,2011,ADFG,65,64.16816667,-161.1636667,180.2357428
885,2011,ADFG,66,64.006,-161.5976667,0
886,2011,ADFG,67,64.16716667,-161.5433333,187.3280377
887,2011,ADFG,68,64.16583333,-161.924,17.78267495
888,2011,ADFG,69,64.01633333,-161.9538333,9.521118243
889,2011,ADFG,71,64.4415,-166.1301667,0
892,2014,ADFG,1,64.33216667,-165.3573333,579.6999652
902,2014,ADFG,2,64.329,-165.747,683.165654
913,2014,ADFG,3,64.33333333,-165.1135,131.7779727
924,2014,ADFG,4,64.167,-165.8863333,120.0284292
933,2014,ADFG,5,64.16833333,-166.364,44.75788301
934,2014,ADFG,6,64.33333333,-164.5945,223.6533676
935,2014,ADFG,7,64.1665,-164.5905,200.0036847
936,2014,ADFG,8,64.1665,-164.2085,316.7891655
937,2014,ADFG,9,64.00033333,-163.8346667,328.5236088
893,2014,ADFG,10,64.00016667,-163.4553333,75.80496415
894,2014,ADFG,11,64.00016667,-163.0776667,252.6509482
895,2014,ADFG,12,64.00033333,-162.6946667,48.84003021
896,2014,ADFG,13,63.99983333,-162.319,18.0093269
897,2014,ADFG,14,64.3335,-162.2893333,0
898,2014,ADFG,15,64.16666667,-162.3038333,29.77853633
899,2014,ADFG,17,64.167,-163.066,15.88960961
900,2014,ADFG,18,64.167,-163.4476667,47.13008786
901,2014,ADFG,19,64.16683333,-163.8283333,60.89571889
903,2014,ADFG,20,64.48816667,-164.1995,21.81013183
904,2014,ADFG,21,64.5,-163.8143333,94.26109995
905,2014,ADFG,22,64.33316667,-163.4385,863.1749878
906,2014,ADFG,23,64.33266667,-163.8193333,2.658085081
907,2014,ADFG,24,64.33316667,-164.2046667,174.6873754
908,2014,ADFG,25,64,-164.214,203.1269735
909,2014,ADFG,26,64,-164.5908333,558.2518039
910,2014,ADFG,27,64,-164.9698333,315.3372306
911,2014,ADFG,28,64.00016667,-165.3475,103.7426398
912,2014,ADFG,29,64.1665,-164.9706667,2152.904293
914,2014,ADFG,30,64.16666667,-165.3508333,82.58183911
915,2014,ADFG,31,64.3335,-166.5018333,9.257407656
916,2014,ADFG,32,64.16666667,-166.4926667,123.0741545
917,2014,ADFG,33,64.00033333,-166.8636667,100.6335688
918,2014,ADFG,34,63.99983333,-166.4835,179.8430657
919,2014,ADFG,35,64.00016667,-166.1051667,283.8960022
920,2014,ADFG,36,63.99983333,-165.7265,249.897152
921,2014,ADFG,37,63.8335,-165.7225,261.8841193
922,2014,ADFG,38,63.8335,-165.3461667,559.2647695
923,2014,ADFG,39,63.83333333,-164.9696667,343.269493
925,2014,ADFG,40,63.66666667,-164.9701667,62.31292835
926,2014,ADFG,41,63.6665,-165.3443333,762.8100998
927,2014,ADFG,42,63.667,-165.7163333,288.939562
928,2014,ADFG,43,63.66633333,-166.0925,864.5352333
929,2014,ADFG,44,63.66583333,-166.4673333,3304.940501
930,2014,ADFG,45,63.83266667,-166.4743333,207.3220012
931,2014,ADFG,46,63.83316667,-166.0985,602.7276968
932,2014,ADFG,47,64.3315,-164.9598333,989.8980047
938,2017,ADFG,1,64.334,-165.3556667,211.1788665
949,2017,ADFG,2,64.333,-165.7525,104.8909655
960,2017,ADFG,3,64.333,-166.1321667,0
971,2017,ADFG,4,64.33366667,-166.5005,24.93751451
982,2017,ADFG,5,64.17233333,-166.4828333,375.3977205
993,2017,ADFG,6,64.0025,-166.8646667,55.24769099
995,2017,ADFG,7,64.03516667,-166.4905,0
996,2017,ADFG,8,63.84516667,-166.4748333,70.09548275
997,2017,ADFG,9,63.67316667,-166.4658333,550.7585407
939,2017,ADFG,10,63.66666667,-166.0758333,1019.682947
940,2017,ADFG,11,63.66733333,-165.7025,748.1673374
941,2017,ADFG,12,63.662,-165.3466667,128.9000043
942,2017,ADFG,13,63.66666667,-164.956,54.30290121
943,2017,ADFG,14,63.83866667,-164.9706667,427.9358079
944,2017,ADFG,15,63.83683333,-165.3566667,124.5917068
945,2017,ADFG,16,63.83333333,-165.7225,484.3463028
946,2017,ADFG,17,63.83666667,-166.1088333,447.9451628
947,2017,ADFG,18,64.00183333,-166.1085,159.4323328
948,2017,ADFG,19,64.17116667,-166.1018333,400.7367087
950,2017,ADFG,20,64.17083333,-165.7308333,190.1381204
