"","Cat","Year","Month"
"107",0.710329703594929,2019,6
"108",0.720622620392546,2020,6
"109",0.696996147520325,2003,7
"110",0.888734556448146,2004,7
"111",0.87141448597634,2005,7
"112",0.920231995156917,2006,7
"113",0.912671255821643,2007,7
"114",0.65224535230995,2008,7
"115",0.607872486066032,2009,7
"116",0.664614591280725,2010,7
"117",0.62826368341982,2011,7
"118",0.558327657616169,2012,7
"119",0.544585889413966,2013,7
"120",0.606695648306679,2014,7
"121",0.530993226382649,2015,7
"122",0.574560547469227,2016,7
"123",0.592266914805808,2017,7
"124",0.644837911091152,2018,7
"125",0.731633307727297,2019,7
"126",0.723990803997281,2020,7
"127",0.893359234607024,2003,8
"128",0.911720113306392,2004,8
"129",0.945348964705001,2005,8
"130",0.971242329686497,2006,8
"131",0.947102698467741,2007,8
"132",0.712845220763203,2008,8
"133",0.767644229227373,2009,8
"134",0.761435833954352,2010,8
"135",0.668461057085653,2011,8
"136",0.640515245652247,2012,8
"137",0.617090352186255,2013,8
"138",0.65348305920656,2014,8
"139",0.629532598350976,2015,8
"140",0.660016811331481,2016,8
"141",0.693414901119291,2017,8
"142",0.705245268016631,2018,8
"143",0.751323602195822,2019,8
"144",0.780799991126307,2020,8
"145",0.956276585661434,2003,9
"146",0.9142390445163,2004,9
"147",0.947696062912903,2005,9
"148",0.973466331581913,2006,9
"149",0.956079357580827,2007,9
"150",0.804128301548746,2008,9
"151",0.885907613315514,2009,9
"152",0.853512520849045,2010,9
"153",0.793292268398026,2011,9
"154",0.841702688600403,2012,9
"155",0.763556186882944,2013,9
"156",0.778675188717385,2014,9
"157",0.777493404060746,2015,9
"158",0.81724066576683,2016,9
"159",0.819339210026348,2017,9
"160",0.852602257224149,2018,9
"161",0.858952264764735,2019,9
"162",0.925766125185651,2020,9
"163",0.966077140858263,2003,10
"164",0.951899243743413,2004,10
"165",0.960458618171307,2005,10
"166",0.975191708387713,2006,10
"167",0.981491991953161,2007,10
"168",0.922323462369374,2008,10
"169",0.953383864568238,2009,10
"170",0.939422117950778,2010,10
"171",0.917363153450533,2011,10
"172",0.928924064782273,2012,10
"173",0.914650010512808,2013,10
"174",0.887092296758535,2014,10
"175",0.928822908156776,2015,10
"176",0.928534094558864,2016,10
"177",0.942386023665467,2017,10
"178",0.940209095235912,2018,10
"179",0.941122732076281,2019,10
"180",1,2020,10
"181",0.997644214448406,2003,11
"182",0.999923395060871,2004,11
"183",0.99964049438302,2005,11
"184",0.99999428033032,2006,11
"185",0.998746245333591,2007,11
"186",0.993528968377494,2008,11
"187",0.999861322891249,2009,11
"188",0.996226503647294,2010,11
"189",0.989556362280055,2011,11
"190",0.985510766867782,2012,11
"191",0.988695254908369,2013,11
"192",0.975333901522941,2014,11
"193",0.994579290378359,2015,11
"194",0.997474053878592,2016,11
"195",0.993796625224558,2017,11
"196",0.996334826834681,2018,11
"197",0.992957411937754,2019,11
"198",1,2020,11
"199",1,2003,12
"200",1,2004,12
"201",1,2005,12
"202",1,2006,12
"203",1,2007,12
"204",1,2008,12
"205",1,2009,12
"206",1,2010,12
"207",1,2011,12
"208",1,2012,12
"209",1,2013,12
"210",1,2014,12
"211",1,2015,12
"212",1,2016,12
"213",1,2017,12
"214",1,2018,12
"215",1,2019,12
"216",1,2020,12
