LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,CPUE_KGHA,CPUE_NOHA,COMMON_NAME,SCIENTIFIC_NAME,SPECIES_CODE,BOTTOM_DEPTH,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE,VESSEL,CRUISE,HAUL
56.65488,-169.52498,F-20,32,2019,7/3/19 7:11,12.2097,64.2808,arrowtooth flounder,Atheresthes stomias,10110,80,6.1,8.5,94,201901,115
56.98491,-169.54241,G-20,42,2019,7/3/19 9:49,8.7431,36.6416,arrowtooth flounder,Atheresthes stomias,10110,61,5.3,7.1,94,201901,116
57.15068,-169.31816,HG2019,42,2019,7/3/19 11:50,20.2668,48.5445,arrowtooth flounder,Atheresthes stomias,10110,73,4.5,5.7,94,201901,117
57.31138,-169.59472,H-20,42,2019,7/3/19 14:10,19.0876,40.9906,arrowtooth flounder,Atheresthes stomias,10110,61,4.4,8.6,94,201901,118
57.65585,-169.66318,I-20,42,2019,7/3/19 16:42,11.5081,17.8326,arrowtooth flounder,Atheresthes stomias,10110,70,3.9,8.3,94,201901,119
57.82094,-169.3555,JI2019,42,2019,7/4/19 7:07,1.3321,4.0192,arrowtooth flounder,Atheresthes stomias,10110,66,3.9,8.6,94,201901,120
57.9753,-169.68565,J-20,42,2019,7/4/19 9:37,1.5344,2.2475,arrowtooth flounder,Atheresthes stomias,10110,70,3.3,8.7,94,201901,121
58.31949,-169.72579,K-20,41,2019,7/4/19 12:15,5.6922,3.4525,arrowtooth flounder,Atheresthes stomias,10110,69,3.2,8.8,94,201901,122
58.64867,-169.77592,L-20,41,2019,7/4/19 14:50,3.2899,3.6237,arrowtooth flounder,Atheresthes stomias,10110,66,3.1,8.4,94,201901,123
59.02694,-169.1629,M-19,41,2019,7/5/19 14:49,3.0536,4.2208,arrowtooth flounder,Atheresthes stomias,10110,54,4.4,8.9,94,201901,127
58.98307,-169.84268,M-20,41,2019,7/6/19 7:10,6.8861,5.4472,arrowtooth flounder,Atheresthes stomias,10110,63,3.1,8.8,94,201901,128
59.31422,-169.8658,N-20,41,2019,7/6/19 9:43,1.6071,2.1222,arrowtooth flounder,Atheresthes stomias,10110,61,3.1,8.9,94,201901,129
59.65473,-169.90879,O-20,41,2019,7/6/19 12:18,0.1822,0.217,arrowtooth flounder,Atheresthes stomias,10110,57,3.4,8.5,94,201901,130
60.31541,-170.02238,Q-20,20,2019,7/6/19 17:23,0.5177,0.8664,arrowtooth flounder,Atheresthes stomias,10110,52,2.9,8.4,94,201901,132
60.34107,-170.65359,Q-21,41,2019,7/7/19 6:59,0.7928,0.828,arrowtooth flounder,Atheresthes stomias,10110,62,2.6,8.7,94,201901,133
60.03167,-170.6391,P-21,41,2019,7/7/19 9:28,1.2377,1.5416,arrowtooth flounder,Atheresthes stomias,10110,64,2.7,8.5,94,201901,134
59.6863,-170.58696,O-21,41,2019,7/7/19 12:08,0.703,1.3413,arrowtooth flounder,Atheresthes stomias,10110,67,2.7,9.2,94,201901,135
59.35335,-170.54073,N-21,41,2019,7/7/19 14:42,16.5476,14.3365,arrowtooth flounder,Atheresthes stomias,10110,68,2.8,9.4,94,201901,136
59.01578,-172.43835,M-24,41,2019,7/8/19 7:08,34.1732,38.3707,arrowtooth flounder,Atheresthes stomias,10110,98,3.4,10.2,94,201901,137
58.68922,-172.37741,L-24,61,2019,7/8/19 9:43,12.5961,13.1826,arrowtooth flounder,Atheresthes stomias,10110,102,3.4,9.5,94,201901,138
58.35032,-172.30375,K-24,61,2019,7/8/19 12:24,4.099,3.6499,arrowtooth flounder,Atheresthes stomias,10110,103,3.6,11,94,201901,139
58.0029,-172.25394,J-24,61,2019,7/8/19 15:10,11.5594,15.4249,arrowtooth flounder,Atheresthes stomias,10110,105,3.7,10.6,94,201901,140
57.68589,-172.18885,I-24,61,2019,7/8/19 17:42,6.3533,17.2149,arrowtooth flounder,Atheresthes stomias,10110,108,4.1,10.6,94,201901,141
57.34208,-172.11345,H-24,61,2019,7/9/19 7:24,10.4616,21.0776,arrowtooth flounder,Atheresthes stomias,10110,109,4.2,10.3,94,201901,142
57.01113,-172.0566,G-24,61,2019,7/9/19 10:19,5.6348,22.0569,arrowtooth flounder,Atheresthes stomias,10110,118,4.4,9.9,94,201901,143
56.68513,-171.98363,F-24,61,2019,7/9/19 13:08,18.0954,34.1019,arrowtooth flounder,Atheresthes stomias,10110,126,4.4,9.3,94,201901,144
56.67724,-172.59582,F-25,61,2019,7/14/19 7:33,12.1784,29.2997,arrowtooth flounder,Atheresthes stomias,10110,134,4.4,10.8,94,201901,145
57.00957,-172.64288,G-25,61,2019,7/14/19 11:24,20.4292,57.7792,arrowtooth flounder,Atheresthes stomias,10110,121,4.3,11.2,94,201901,146
57.32882,-172.81515,H-25,61,2019,7/14/19 14:08,11.6827,27.4042,arrowtooth flounder,Atheresthes stomias,10110,117,4.2,10.5,94,201901,147
57.65889,-172.78308,I-25,61,2019,7/14/19 16:47,9.886,28.5154,arrowtooth flounder,Atheresthes stomias,10110,119,4.1,11.5,94,201901,148
58.0039,-172.81196,J-25,61,2019,7/15/19 7:32,5.2026,29.7624,arrowtooth flounder,Atheresthes stomias,10110,109,3.9,11.6,94,201901,149
58.3141,-172.91488,K-25,61,2019,7/15/19 10:27,9.2263,16.7661,arrowtooth flounder,Atheresthes stomias,10110,109,3.8,11.6,94,201901,150
58.66109,-172.97932,L-25,61,2019,7/15/19 13:18,13.7194,21.0321,arrowtooth flounder,Atheresthes stomias,10110,112,3.7,11.8,94,201901,151
58.99056,-173.06274,M-25,61,2019,7/15/19 15:59,39.8787,30.3182,arrowtooth flounder,Atheresthes stomias,10110,106,3.4,11.4,94,201901,152
59.32145,-173.14999,N-25,43,2019,7/15/19 18:37,22.6407,20.8937,arrowtooth flounder,Atheresthes stomias,10110,100,3.2,11.7,94,201901,153
59.32015,-172.49381,N-24,43,2019,7/16/19 7:13,41.8097,34.5813,arrowtooth flounder,Atheresthes stomias,10110,88,3.2,11.5,94,201901,154
59.49626,-172.86179,ON2524,43,2019,7/16/19 9:56,5.9925,6.1257,arrowtooth flounder,Atheresthes stomias,10110,94,3,11.1,94,201901,155
59.65889,-172.57127,O-24,43,2019,7/16/19 13:04,15.8733,11.9787,arrowtooth flounder,Atheresthes stomias,10110,84,2.8,11,94,201901,156
59.83152,-172.91294,PO2524,43,2019,7/16/19 18:59,8.881,8.5479,arrowtooth flounder,Atheresthes stomias,10110,80,2.4,10.7,94,201901,158
59.82699,-172.26662,PO2423,43,2019,7/17/19 7:13,4.2841,4.6087,arrowtooth flounder,Atheresthes stomias,10110,76,2.3,11.3,94,201901,159
59.66747,-171.90611,O-23,43,2019,7/17/19 10:26,17.0284,12.9633,arrowtooth flounder,Atheresthes stomias,10110,78,2.6,10.9,94,201901,160
59.65367,-171.25576,O-22,41,2019,7/17/19 13:17,30.0316,20.9633,arrowtooth flounder,Atheresthes stomias,10110,72,2.7,10.8,94,201901,161
59.97039,-171.30051,P-22,41,2019,7/17/19 16:01,20.2555,16.1254,arrowtooth flounder,Atheresthes stomias,10110,69,2.4,10.8,94,201901,162
60.31376,-172.06412,Q-23,43,2019,7/18/19 7:12,3.0077,2.4341,arrowtooth flounder,Atheresthes stomias,10110,59,2.1,10.1,94,201901,164
60.33568,-171.36549,Q-22,41,2019,7/18/19 10:47,5.6816,5.5557,arrowtooth flounder,Atheresthes stomias,10110,66,2.2,10.4,94,201901,165
60.64473,-171.43654,R-22,41,2019,7/18/19 13:45,1.2081,0.8218,arrowtooth flounder,Atheresthes stomias,10110,63,2.2,10.5,94,201901,166
60.99968,-172.18875,S-23,41,2019,7/19/19 7:08,3.4857,2.6593,arrowtooth flounder,Atheresthes stomias,10110,64,1.9,9.9,94,201901,168
60.68481,-172.11585,R-23,41,2019,7/19/19 9:59,2.5155,2.2101,arrowtooth flounder,Atheresthes stomias,10110,61,2,10.3,94,201901,169
60.66581,-172.72284,R-24,41,2019,7/19/19 12:44,6.412,6.852,arrowtooth flounder,Atheresthes stomias,10110,45,4.6,10.3,94,201901,170
60.9998,-172.83648,S-24,41,2019,7/19/19 15:49,6.6768,5.6141,arrowtooth flounder,Atheresthes stomias,10110,66,2.3,10.5,94,201901,171
60.99848,-173.46873,S-25,41,2019,7/19/19 18:48,3.6487,3.8007,arrowtooth flounder,Atheresthes stomias,10110,75,2.2,10.7,94,201901,172
60.33078,-174.74634,Q-27,62,2019,7/20/19 7:16,3.9876,3.9094,arrowtooth flounder,Atheresthes stomias,10110,103,2.4,10.2,94,201901,173
60.01689,-174.58972,P-27,62,2019,7/20/19 10:16,12.2518,10.9983,arrowtooth flounder,Atheresthes stomias,10110,108,2.7,10.1,94,201901,174
59.67044,-174.44463,O-27,62,2019,7/20/19 13:50,49.6784,41.0656,arrowtooth flounder,Atheresthes stomias,10110,115,3.3,10.2,94,201901,175
59.34323,-174.44242,N-27,62,2019,7/20/19 17:30,33.1336,37.3234,arrowtooth flounder,Atheresthes stomias,10110,120,3.6,10.7,94,201901,176
59.00625,-174.3638,M-27,61,2019,7/22/19 7:30,14.9012,22.3897,arrowtooth flounder,Atheresthes stomias,10110,127,3.7,10.1,94,201901,177
59.01104,-174.97884,M-28,61,2019,7/22/19 11:11,13.5893,22.2641,arrowtooth flounder,Atheresthes stomias,10110,130,3.6,10.2,94,201901,178
58.76205,-174.92225,L-28,61,2019,7/22/19 14:29,12.9016,29.3437,arrowtooth flounder,Atheresthes stomias,10110,141,3.8,10,94,201901,179
58.67524,-175.52778,L-29,61,2019,7/22/19 17:45,10.42,43.6202,arrowtooth flounder,Atheresthes stomias,10110,135,3.7,10.3,94,201901,180
58.98363,-175.7311,M-29,61,2019,7/23/19 7:44,12.3901,14.6293,arrowtooth flounder,Atheresthes stomias,10110,134,3.4,9.9,94,201901,181
59.32005,-175.7512,N-29,61,2019,7/23/19 10:22,2.8536,2.3543,arrowtooth flounder,Atheresthes stomias,10110,137,3.2,9.7,94,201901,182
59.33352,-176.36483,N-30,61,2019,7/23/19 13:10,1.6593,1.1713,arrowtooth flounder,Atheresthes stomias,10110,136,3,9.7,94,201901,183
59.65955,-176.5238,O-30,61,2019,7/23/19 15:57,1.999,1.5618,arrowtooth flounder,Atheresthes stomias,10110,136,2.4,9.9,94,201901,184
59.66695,-175.89689,O-29,61,2019,7/23/19 18:29,1.8859,1.5982,arrowtooth flounder,Atheresthes stomias,10110,137,3.2,9.8,94,201901,185
60.00301,-175.89775,P-29,61,2019,7/24/19 7:34,8.62,7.0951,arrowtooth flounder,Atheresthes stomias,10110,129,3.1,9.9,94,201901,186
59.99736,-177.1865,P-31,61,2019,7/24/19 13:21,8.7236,10.0048,arrowtooth flounder,Atheresthes stomias,10110,136,2.6,,94,201901,188
60.32537,-177.38186,Q-31,61,2019,7/24/19 16:16,4.5299,5.2687,arrowtooth flounder,Atheresthes stomias,10110,148,2.3,9.8,94,201901,189
60.68319,-176.8278,R-30,61,2019,7/25/19 7:42,3.2111,2.8417,arrowtooth flounder,Atheresthes stomias,10110,129,2.5,9.8,94,201901,190
60.32518,-176.02738,Q-29,61,2019,7/25/19 13:32,14.5673,13.2892,arrowtooth flounder,Atheresthes stomias,10110,121,3.1,9.9,94,201901,192
60.66132,-176.19445,R-29,61,2019,7/25/19 16:19,9.9797,8.1211,arrowtooth flounder,Atheresthes stomias,10110,119,2.5,9.9,94,201901,193
60.99149,-176.27887,S-29,90,2019,7/25/19 18:57,5.795,4.7514,arrowtooth flounder,Atheresthes stomias,10110,112,2.1,10,94,201901,194
61.02299,-175.55025,S-28,90,2019,7/26/19 7:35,1.4003,1.8077,arrowtooth flounder,Atheresthes stomias,10110,102,1.9,10,94,201901,195
60.68529,-175.45973,R-28,61,2019,7/26/19 10:19,6.3682,5.4825,arrowtooth flounder,Atheresthes stomias,10110,106,2.3,10.1,94,201901,196
60.65452,-174.8251,R-27,41,2019,7/26/19 13:05,5.3666,3.606,arrowtooth flounder,Atheresthes stomias,10110,97,2.4,10.3,94,201901,197
60.97787,-174.1884,S-26,41,2019,7/26/19 16:30,9.2766,7.5461,arrowtooth flounder,Atheresthes stomias,10110,83,2.2,10.7,94,201901,198
61.00248,-174.87204,S-27,82,2019,7/27/19 7:35,5.3811,4.1409,arrowtooth flounder,Atheresthes stomias,10110,91,2.2,10.5,94,201901,199
61.34193,-175.0234,T-27,82,2019,7/27/19 10:20,8.3341,8.0228,arrowtooth flounder,Atheresthes stomias,10110,87,1.6,10.7,94,201901,200
61.33818,-174.36084,T-26,82,2019,7/27/19 12:52,7.3411,6.3144,arrowtooth flounder,Atheresthes stomias,10110,79,1.7,11,94,201901,201
57.00733,-160.31564,G-13,31,2019,6/5/19 7:57,0.7169,0.8571,arrowtooth flounder,Atheresthes stomias,10110,63,5.2,7.6,162,201901,10
56.9897,-160.92772,G-12,31,2019,6/5/19 10:48,0.627,1.0681,arrowtooth flounder,Atheresthes stomias,10110,66,4.8,7.3,162,201901,11
57.32342,-160.92923,H-12,31,2019,6/5/19 13:57,2.6177,2.3335,arrowtooth flounder,Atheresthes stomias,10110,63,4.6,7.6,162,201901,12
57.65181,-160.88213,I-12,31,2019,6/5/19 17:00,0.5436,0.4493,arrowtooth flounder,Atheresthes stomias,10110,56,5.1,7.9,162,201901,13
57.35094,-162.14509,H-10,10,2019,6/7/19 9:30,7.0042,6.8309,arrowtooth flounder,Atheresthes stomias,10110,52,5.7,7,162,201901,20
57.00829,-162.16481,G-10,31,2019,6/7/19 12:22,4.9714,5.67,arrowtooth flounder,Atheresthes stomias,10110,61,4.9,7.9,162,201901,21
56.67773,-162.18093,F-10,31,2019,6/7/19 15:21,3.7464,4.7082,arrowtooth flounder,Atheresthes stomias,10110,71,4.6,8.4,162,201901,22
56.34555,-162.18124,E-10,31,2019,6/8/19 8:28,6.23,7.6187,arrowtooth flounder,Atheresthes stomias,10110,78,4.4,8.6,162,201901,24
56.00455,-162.26172,D-10,31,2019,6/8/19 11:09,0.4001,0.7275,arrowtooth flounder,Atheresthes stomias,10110,74,4.9,8.7,162,201901,25
55.67768,-162.80788,C-09,10,2019,6/8/19 14:27,1.1547,7.783,arrowtooth flounder,Atheresthes stomias,10110,51,4.9,8.8,162,201901,26
55.66445,-163.40103,C-08,31,2019,6/8/19 16:51,30.863,52.6002,arrowtooth flounder,Atheresthes stomias,10110,80,4.9,8.8,162,201901,27
55.34481,-163.39036,B-08,31,2019,6/9/19 6:27,7.3149,50.8979,arrowtooth flounder,Atheresthes stomias,10110,53,5.4,8.7,162,201901,28
55.35143,-164.0017,B-07,31,2019,6/9/19 9:57,12.0095,9.1171,arrowtooth flounder,Atheresthes stomias,10110,78,5.7,8.5,162,201901,29
55.3485,-164.54327,B-06,31,2019,6/9/19 12:33,30.4349,64.8973,arrowtooth flounder,Atheresthes stomias,10110,101,5.3,7.5,162,201901,30
55.05511,-164.57017,A-06,31,2019,6/9/19 15:08,7.9183,14.0809,arrowtooth flounder,Atheresthes stomias,10110,64,5.9,8,162,201901,31
54.71069,-165.13802,Z-05,31,2019,6/9/19 18:24,84.6169,243.8421,arrowtooth flounder,Atheresthes stomias,10110,83,5.9,7.4,162,201901,32
54.98716,-165.15827,A-05,50,2019,6/11/19 6:36,18.7135,43.5638,arrowtooth flounder,Atheresthes stomias,10110,112,5.1,8.4,162,201901,33
55.30889,-165.16651,B-05,50,2019,6/11/19 9:11,55.9653,125.5908,arrowtooth flounder,Atheresthes stomias,10110,110,4.9,8.4,162,201901,34
55.64897,-165.17235,C-05,31,2019,6/11/19 11:47,144.0205,366.4019,arrowtooth flounder,Atheresthes stomias,10110,109,4.8,8.9,162,201901,35
55.66857,-164.5875,C-06,31,2019,6/11/19 14:37,58.5811,126.667,arrowtooth flounder,Atheresthes stomias,10110,97,5.2,9.2,162,201901,36
55.67489,-164.00599,C-07,31,2019,6/11/19 17:14,69.5657,151.6022,arrowtooth flounder,Atheresthes stomias,10110,95,5.1,9.3,162,201901,37
55.98878,-164.0336,D-07,31,2019,6/12/19 6:34,52.8312,85.3436,arrowtooth flounder,Atheresthes stomias,10110,91,4.7,9.3,162,201901,38
56.32087,-164.0098,E-07,31,2019,6/12/19 9:12,30.1873,32.2198,arrowtooth flounder,Atheresthes stomias,10110,86,4.5,9,162,201901,39
56.65284,-164.00925,F-07,31,2019,6/12/19 11:52,5.7764,8.9859,arrowtooth flounder,Atheresthes stomias,10110,75,4.1,9,162,201901,40
56.98288,-164.03133,G-07,31,2019,6/12/19 14:25,1.6882,2.6992,arrowtooth flounder,Atheresthes stomias,10110,69,4,8.5,162,201901,41
57.3319,-164.02352,H-07,31,2019,6/13/19 6:23,0.9929,1.8093,arrowtooth flounder,Atheresthes stomias,10110,63,4,8.7,162,201901,42
