Survey,Year,Cruise Join ID,Haul Join ID,Catch Join ID,Vessel Number,Cruise Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satisfactory Gear Performance,Gear Performance Note,Gear Depth,Bottom Depth,Distance Fished (km),Net Width (m) ,Species Code,Common Name,Scientific Name,Weight (kg),Number of Fish,Effort (km2),Weight CPUE (kg/km2),Number CPUE (number/km2),akfin_load_date
EBS_SHELF,2014,-688,-12143,,94,201401,157,59.82539,-173.55547,59.84777,-173.57741,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,93,95,2.777,17.524,10210,yellowfin sole,Limanda aspera,0,0,0.048664148,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11799,,94,201401,61,55.67886,-165.79741,55.65384,-165.79965,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,116,117,2.784,17.74,10210,yellowfin sole,Limanda aspera,0,0,0.04938816,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11801,,94,201401,63,55.00812,-165.16284,54.98273,-165.16467,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,109,111,2.824,16.288,10210,yellowfin sole,Limanda aspera,0,0,0.045997312,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12306,,94,201401,198,59.66713,-175.88385,59.66549,-175.83563,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,136,138,2.731,18.136,10210,yellowfin sole,Limanda aspera,0,0,0.049529416,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12142,,94,201401,156,59.65948,-173.85038,59.67698,-173.89054,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,103,105,2.989,17.681,10210,yellowfin sole,Limanda aspera,0,0,0.052848509,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12164,,94,201401,168,61.32252,-173.58095,61.34785,-173.58471,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,72,74,2.823,18.145,10210,yellowfin sole,Limanda aspera,0,0,0.051223335,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12186,,94,201401,176,61.68069,-175.78652,61.65587,-175.77828,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,94,96,2.792,17.841,10210,yellowfin sole,Limanda aspera,0,0,0.049812072,0,0,3-Oct-19
EBS_SHELF,2014,-689,-11727,-350304,162,201401,18,57.99865,-162.09189,57.99973,-162.13903,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,35,38,2.797,13.956,10210,yellowfin sole,Limanda aspera,141.647,405,0.039034932,3628.724139,10375.32229,3-Oct-19
EBS_SHELF,2014,-689,-11761,-351050,162,201401,43,58.66953,-164.62158,58.69213,-164.63416,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,34,37,2.614,14.285,10210,yellowfin sole,Limanda aspera,409.692,881,0.03734099,10971.64269,23593.37554,3-Oct-19
EBS_SHELF,2014,-689,-11770,-351177,162,201401,48,58.01744,-165.26393,58.00601,-165.22333,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,48,51,2.72,14.839,10210,yellowfin sole,Limanda aspera,196.04,900,0.04036208,4857.034127,22298.15708,3-Oct-19
EBS_SHELF,2014,-689,-11773,-351303,162,201401,51,57.6607,-165.2268,57.65033,-165.26926,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,58,60,2.79,15.812,10210,yellowfin sole,Limanda aspera,657.56,1619,0.04411548,14905.42549,36699.13599,3-Oct-19
EBS_SHELF,2014,-689,-11814,-335142,162,201401,76,57.32206,-166.48076,57.34743,-166.48583,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,2.836,15.484,10210,yellowfin sole,Limanda aspera,775.813,2048,0.043912624,17667.19748,46638.06927,3-Oct-19
EBS_SHELF,2014,-689,-11969,-336202,162,201401,105,57.68269,-167.76865,57.65737,-167.76703,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,2.816,15.95,10210,yellowfin sole,Limanda aspera,264.208,782,0.0449152,5882.373896,17410.58706,3-Oct-19
EBS_SHELF,2014,-689,-11974,-336428,162,201401,110,56.99241,-168.98227,57.01292,-168.95453,32,,,,"50-100m in SE section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,78,80,2.838,15.691,10210,yellowfin sole,Limanda aspera,50.624,83,0.044531058,1136.824551,1863.867685,3-Oct-19
EBS_SHELF,2014,-689,-11931,-335451,162,201401,86,58.33602,-168.44023,58.33452,-168.48747,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,63,65,2.78,16.142,10210,yellowfin sole,Limanda aspera,216.464,503,0.04487476,4823.736105,11208.9736,3-Oct-19
EBS_SHELF,2014,-689,-11939,-335745,162,201401,94,59.68294,-170.56483,59.66373,-170.59645,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,66,2.783,16.556,10210,yellowfin sole,Limanda aspera,6.396,11,0.046075348,138.8160975,238.7393797,3-Oct-19
EBS_SHELF,2014,-689,-12000,-336964,162,201401,125,59.99317,-171.30207,60.01717,-171.31599,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,2.778,17.108,10210,yellowfin sole,Limanda aspera,8.26,16,0.047526024,173.7995167,336.6576594,3-Oct-19
EBS_SHELF,2014,-689,-11979,-336653,162,201401,115,56.83861,-169.87154,56.83527,-169.91733,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,70,72,2.825,16.795,10210,yellowfin sole,Limanda aspera,0.76,1,0.047445875,16.01825238,21.07664786,3-Oct-19
EBS_SHELF,2014,-689,-12004,-337160,162,201401,129,59.68462,-171.89433,59.65979,-171.89551,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,75,77,2.759,16.675,10210,yellowfin sole,Limanda aspera,0.384,1,0.046006325,8.346678419,21.73614172,3-Oct-19
EBS_SHELF,2014,-689,-11807,,162,201401,69,55.31088,-165.78244,55.33551,-165.78596,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,118,120,2.747,19.189,10210,yellowfin sole,Limanda aspera,0,0,0.052712183,0,0,3-Oct-19
EBS_SHELF,2014,-689,-12125,,162,201401,147,57.97512,-172.85886,58.00024,-172.86981,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,107,109,2.867,17.688,10210,yellowfin sole,Limanda aspera,0,0,0.050711496,0,0,3-Oct-19
EBS_SHELF,2014,-689,-12203,,162,201401,181,60.3335,-175.99983,60.32973,-176.05036,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,120,122,2.83,17.806,10210,yellowfin sole,Limanda aspera,0,0,0.05039098,0,0,3-Oct-19
EBS_SHELF,2014,-689,-12300,,162,201401,191,58.66753,-176.22189,58.66992,-176.1723,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,139,141,2.897,18.266,10210,yellowfin sole,Limanda aspera,0,0,0.052916602,0,0,3-Oct-19
EBS_SHELF,2014,-689,-12317,,162,201401,202,58.66792,-175.49342,58.65793,-175.53899,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,134,136,2.875,17.733,10210,yellowfin sole,Limanda aspera,0,0,0.050982375,0,0,3-Oct-19
EBS_SHELF,2014,-689,-12179,,162,201401,172,61.31284,-174.32657,61.3372,-174.34398,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,76,78,2.865,17.021,10210,yellowfin sole,Limanda aspera,0,0,0.048765165,0,0,3-Oct-19
EBS_SHELF,2015,-697,-13965,-395862,94,201501,8,58.01148,-160.21068,57.98663,-160.21623,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,48,51,2.782,15.477,10210,yellowfin sole,Limanda aspera,334.74,1107,0.043057014,7774.343107,25710.09685,3-Oct-19
EBS_SHELF,2015,-697,-13969,-395764,94,201501,4,57.31682,-159.09144,57.33696,-159.0627,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,46,49,2.832,15.298,10210,yellowfin sole,Limanda aspera,139.779,384,0.043323936,3226.368906,8863.460605,3-Oct-19
EBS_SHELF,2015,-697,-14500,-398518,94,201501,87,59.68026,-169.27077,59.65318,-169.26907,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,46,48,3.01,16.82,10210,yellowfin sole,Limanda aspera,113.214,491,0.0506282,2236.184577,9698.152413,3-Oct-19
EBS_SHELF,2015,-697,-13966,-395907,94,201501,9,57.67938,-160.24489,57.65277,-160.24041,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,52,55,2.969,16.207,10210,yellowfin sole,Limanda aspera,189.08,624,0.048118583,3929.45902,12967.96292,3-Oct-19
EBS_SHELF,2015,-697,-13967,-396008,94,201501,12,56.66233,-161.6001,56.67506,-161.60341,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,86,88,1.428,16.019,10210,yellowfin sole,Limanda aspera,94.447,246,0.022875132,4128.806776,10754.0363,3-Oct-19
EBS_SHELF,2015,-697,-13973,-396068,94,201501,14,57.31732,-161.50487,57.33826,-161.52717,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,55,58,2.689,17.008,10210,yellowfin sole,Limanda aspera,673.797,2467,0.045734512,14732.79085,53941.75847,3-Oct-19
EBS_SHELF,2015,-697,-14116,-396926,94,201501,40,55.985,-164.03867,56.01023,-164.04435,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,88,90,2.827,16.908,10210,yellowfin sole,Limanda aspera,42.713,88,0.047798916,893.5976707,1841.045935,3-Oct-19
EBS_SHELF,2015,-697,-14117,-396957,94,201501,41,56.00239,-164.56741,56.02325,-164.59789,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,91,93,3.001,17.323,10210,yellowfin sole,Limanda aspera,9.271,20,0.051986323,178.3353672,384.7165725,3-Oct-19
EBS_SHELF,2015,-697,-14120,-397112,94,201501,45,56.99424,-165.22261,57.01961,-165.23701,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,2.953,16.919,10210,yellowfin sole,Limanda aspera,1333.209,3685,0.049961807,26684.56327,73756.33952,3-Oct-19
EBS_SHELF,2015,-697,-14130,-396529,94,201501,30,55.34785,-163.42662,55.32368,-163.40939,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,51,53,2.901,16.457,10210,yellowfin sole,Limanda aspera,484.098,1068,0.047741757,10139.92845,22370.3539,3-Oct-19
EBS_SHELF,2015,-697,-14131,-396576,94,201501,31,55.34304,-164.01952,55.32569,-164.04952,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,76,78,2.712,16.917,10210,yellowfin sole,Limanda aspera,120.944,271,0.045878904,2636.157132,5906.85427,3-Oct-19
EBS_SHELF,2015,-697,-14489,-398104,94,201501,75,57.65399,-167.76147,57.67928,-167.76421,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,2.815,16.108,10210,yellowfin sole,Limanda aspera,89.694,217,0.04534402,1978.077815,4785.636562,3-Oct-19
EBS_SHELF,2015,-697,-14512,-398984,94,201501,100,57.18013,-168.64315,57.15569,-168.63072,32,,,,"50-100m in SE section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,74,76,2.818,16.246,10210,yellowfin sole,Limanda aspera,22.506,51,0.045781228,491.598871,1113.993709,3-Oct-19
EBS_SHELF,2015,-697,-14509,-398901,94,201501,96,57.51241,-168.75459,57.48916,-168.73012,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,69,71,2.972,16.922,10210,yellowfin sole,Limanda aspera,26.1,70,0.050292184,518.967321,1391.866378,3-Oct-19
EBS_SHELF,2015,-697,-14520,,94,201501,108,56.66199,-170.11663,56.6831,-170.14908,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,95,97,3.079,17.069,10210,yellowfin sole,Limanda aspera,0,0,0.052555451,0,0,3-Oct-19
EBS_SHELF,2015,-697,-14711,-411206,94,201501,159,60.28537,-173.38387,60.29773,-173.37825,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,61,63,1.409,17.435,10210,yellowfin sole,Limanda aspera,0.566,2,0.024565915,23.04005367,81.4136172,3-Oct-19
EBS_SHELF,2015,-697,-14133,,94,201501,34,55.00772,-165.13412,54.98704,-165.16231,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,109,111,2.923,17.464,10210,yellowfin sole,Limanda aspera,0,0,0.051047272,0,0,3-Oct-19
EBS_SHELF,2015,-697,-14731,,94,201501,177,60.01234,-175.26984,59.98621,-175.26279,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,115,117,2.93,17.952,10210,yellowfin sole,Limanda aspera,0,0,0.05259936,0,0,3-Oct-19
EBS_SHELF,2015,-697,-14732,,94,201501,178,59.67747,-175.10247,59.65109,-175.10127,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,124,126,2.933,18.308,10210,yellowfin sole,Limanda aspera,0,0,0.053697364,0,0,3-Oct-19
EBS_SHELF,2015,-697,-14771,,94,201501,192,58.324,-174.29409,58.3482,-174.3063,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,160,162,2.784,18.091,10210,yellowfin sole,Limanda aspera,0,0,0.050365344,0,0,3-Oct-19
EBS_SHELF,2015,-697,-14777,,94,201501,198,59.01276,-174.98335,59.00298,-175.03007,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,127,129,2.902,17.986,10210,yellowfin sole,Limanda aspera,0,0,0.052195372,0,0,3-Oct-19
EBS_SHELF,2015,-697,-14786,,94,201501,207,59.01296,-174.35805,58.99259,-174.35131,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,125,127,2.297,17.702,10210,yellowfin sole,Limanda aspera,0,0,0.040661494,0,0,3-Oct-19
EBS_SHELF,2015,-697,-14527,,94,201501,116,56.659,-171.35569,56.68377,-171.3607,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,118,120,2.769,17.497,10210,yellowfin sole,Limanda aspera,0,0,0.048449193,0,0,3-Oct-19
EBS_SHELF,2015,-697,-14714,,94,201501,162,59.99087,-174.59571,60.01637,-174.60879,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,107,109,2.927,17.818,10210,yellowfin sole,Limanda aspera,0,0,0.052153286,0,0,3-Oct-19
EBS_SHELF,2015,-698,-13923,-393598,162,201501,3,57.32491,-158.41335,57.34695,-158.39017,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,29,32,2.821,14.004,10210,yellowfin sole,Limanda aspera,586.865,2038,0.039505284,14855.35454,51588.03567,3-Oct-19
EBS_SHELF,2015,-698,-13944,-394232,162,201501,26,57.34165,-162.15388,57.31675,-162.15742,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,49,51,2.775,16.066,10210,yellowfin sole,Limanda aspera,363.648,1570,0.04458315,8156.624195,35215.09808,3-Oct-19
EBS_SHELF,2015,-698,-14031,-394711,162,201501,43,58.34624,-163.9906,58.32219,-163.98911,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,39,41,2.674,15.449,10210,yellowfin sole,Limanda aspera,397.94,1084,0.041310626,9632.872666,26240.22207,3-Oct-19
EBS_SHELF,2015,-698,-14042,-395135,162,201501,54,57.65043,-164.61664,57.67577,-164.61235,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,51,53,2.828,15.402,10210,yellowfin sole,Limanda aspera,83.585,366,0.043556856,1918.986072,8402.810341,3-Oct-19
EBS_SHELF,2015,-698,-14043,-395164,162,201501,55,57.98256,-164.6063,58.00801,-164.5995,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,43,46,2.856,15.834,10210,yellowfin sole,Limanda aspera,239.575,809,0.045221904,5297.764552,17889.56078,3-Oct-19
EBS_SHELF,2015,-698,-14180,-400557,162,201501,103,59.67515,-168.6296,59.65212,-168.61224,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,37,40,2.741,15.701,10210,yellowfin sole,Limanda aspera,191.4,525,0.043036441,4447.39378,12198.96413,3-Oct-19
EBS_SHELF,2015,-698,-14184,-400571,162,201501,104,59.34784,-168.57953,59.32518,-168.55142,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,40,42,2.985,16.444,10210,yellowfin sole,Limanda aspera,313.681,1012,0.04908534,6390.523117,20617.15372,3-Oct-19
EBS_SHELF,2015,-698,-14403,-401462,162,201501,137,60.32444,-170.00278,60.34042,-170.04131,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,51,52,2.777,15.924,10210,yellowfin sole,Limanda aspera,85.663,280,0.044220948,1937.158833,6331.840738,3-Oct-19
EBS_SHELF,2015,-698,-14164,,162,201501,84,56.64181,-167.06347,56.66752,-167.06781,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,94,96,2.87,17.769,10210,yellowfin sole,Limanda aspera,0,0,0.05099703,0,0,3-Oct-19
EBS_SHELF,2015,-698,-14167,-400114,162,201501,87,57.65441,-167.12269,57.67959,-167.12118,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,66,68,2.799,16.904,10210,yellowfin sole,Limanda aspera,252.518,597,0.047314296,5337.033864,12617.75088,3-Oct-19
EBS_SHELF,2015,-698,-14397,-401274,162,201501,131,58.3223,-169.72886,58.34535,-169.74906,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,2.823,16.988,10210,yellowfin sole,Limanda aspera,121.163,267,0.047957124,2526.48595,5567.473145,3-Oct-19
EBS_SHELF,2015,-698,-14399,-401352,162,201501,133,58.97713,-169.83822,59.00117,-169.82636,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,62,64,2.758,16.88,10210,yellowfin sole,Limanda aspera,78.452,177,0.04655504,1685.145153,3801.951411,3-Oct-19
EBS_SHELF,2015,-698,-14567,-401634,162,201501,142,59.67915,-170.55794,59.65531,-170.57334,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,66,2.788,17.491,10210,yellowfin sole,Limanda aspera,3.442,7,0.048764908,70.5835434,143.5458465,3-Oct-19
EBS_SHELF,2015,-698,-14579,-417687,162,201501,173,60.65415,-171.43029,60.67854,-171.44957,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,61,63,2.909,17.809,10210,yellowfin sole,Limanda aspera,1.37,3,0.051806381,26.44461886,57.90792451,3-Oct-19
EBS_SHELF,2015,-698,-14188,-400688,162,201501,108,57.98861,-168.42708,57.96281,-168.41615,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,2.939,16.953,10210,yellowfin sole,Limanda aspera,110.822,269,0.049824867,2224.230724,5398.910548,3-Oct-19
EBS_SHELF,2015,-698,-14538,-417256,162,201501,160,59.66297,-173.26573,59.6703,-173.218,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,93,95,2.818,17.243,10210,yellowfin sole,Limanda aspera,0.194,1,0.048590774,3.99252747,20.58003851,3-Oct-19
EBS_SHELF,2015,-698,-14572,-417464,162,201501,166,59.99509,-172.61625,59.98668,-172.56993,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,66,2.756,16.162,10210,yellowfin sole,Limanda aspera,0.43,2,0.044542472,9.653707589,44.90096553,3-Oct-19
EBS_SHELF,2015,-698,-14574,-417532,162,201501,168,59.96427,-171.94498,59.9895,-171.94355,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,65,67,2.805,16.979,10210,yellowfin sole,Limanda aspera,12.83,60,0.047626095,269.3901316,1259.813554,3-Oct-19
EBS_SHELF,2015,-698,-14296,,162,201501,122,56.33466,-168.86506,56.33696,-168.91067,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,126,128,2.838,16.601,10210,yellowfin sole,Limanda aspera,0,0,0.047113638,0,0,3-Oct-19
EBS_SHELF,2015,-698,-14740,,162,201501,194,60.66864,-177.5454,60.67097,-177.49482,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,145,147,2.785,17.172,10210,yellowfin sole,Limanda aspera,0,0,0.04782402,0,0,3-Oct-19
EBS_SHELF,2015,-698,-14742,,162,201501,196,60.66776,-176.2238,60.66203,-176.17461,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,2.771,17.1,10210,yellowfin sole,Limanda aspera,0,0,0.0473841,0,0,3-Oct-19
EBS_SHELF,2015,-698,-14748,,162,201501,202,59.97306,-176.71297,59.99695,-176.72106,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,139,141,2.693,16.773,10210,yellowfin sole,Limanda aspera,0,0,0.045169689,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15318,-428991,94,201601,9,57.32052,-158.3823,57.34262,-158.35905,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,27,30,2.829,14.49,10210,yellowfin sole,Limanda aspera,610.632,2018,0.04099221,14896.29371,49228.86568,3-Oct-19
EBS_SHELF,2016,-706,-15321,-429071,94,201601,12,57.66418,-159.0456,57.68172,-159.01088,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,42,44,2.849,16.224,10210,yellowfin sole,Limanda aspera,348.862,811,0.046222176,7547.50274,17545.69062,3-Oct-19
EBS_SHELF,2016,-706,-15329,-429399,94,201601,27,59.0133,-163.99359,58.98798,-163.99953,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,26,28,2.834,15.366,10210,yellowfin sole,Limanda aspera,728.184,3836,0.043547244,16721.70115,88088.23814,3-Oct-19
EBS_SHELF,2016,-706,-15351,-429983,94,201601,49,58.65998,-165.32301,58.65945,-165.27329,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,37,39,2.894,15.169,10210,yellowfin sole,Limanda aspera,1177.786,5534,0.043899086,26829.39686,126061.8501,3-Oct-19
EBS_SHELF,2016,-706,-15367,-429144,94,201601,15,58.319,-159.56193,58.34543,-159.56213,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,21,23,2.937,15.262,10210,yellowfin sole,Limanda aspera,1496.253,5426,0.044824494,33380.25411,121049.8885,3-Oct-19
